user,service,value,contextValue,s
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq1092
5pVcV5V,hazelnut_cappuccino,1.0,4,http://ontologies/interactioncontext#interactionseq1092
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq1092
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1093
93xlxT,chocolate,1.0,4,http://ontologies/interactioncontext#interactionseq1093
93xlxT,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq1093
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1094
CuAgSlJwl,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq1094
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq1094
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1095
gKUuuzg9,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq1095
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq1095
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq1096
D6F0qp7s7,cortado,1.0,4,http://ontologies/interactioncontext#interactionseq1096
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq1096
d4guBrpB,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1097
d4guBrpB,cortado,1.0,4,http://ontologies/interactioncontext#interactionseq1097
d4guBrpB,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq1097
CuAgSlJwl,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1098
CuAgSlJwl,cortado,1.0,0,http://ontologies/interactioncontext#interactionseq1098
CuAgSlJwl,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq1098
gKUuuzg9,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1099
gKUuuzg9,chocolate,1.0,0,http://ontologies/interactioncontext#interactionseq1099
gKUuuzg9,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq1099
CuAgSlJwl,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq11
CuAgSlJwl,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq11
CuAgSlJwl,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq11
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq110
gKUuuzg9,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq110
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq110
5pVcV5V,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq1100
5pVcV5V,chocolate,1.0,0,http://ontologies/interactioncontext#interactionseq1100
5pVcV5V,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq1100
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1101
FmxgvxmU,cortado,1.0,0,http://ontologies/interactioncontext#interactionseq1101
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq1101
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq1102
D6F0qp7s7,cortado,1.0,0,http://ontologies/interactioncontext#interactionseq1102
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq1102
d4guBrpB,cortado decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1103
d4guBrpB,cortado decaffeinated,1.0,0,http://ontologies/interactioncontext#interactionseq1103
d4guBrpB,cortado decaffeinated,1.0,t2,http://ontologies/interactioncontext#interactionseq1103
93xlxT,cortado decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1104
93xlxT,cortado decaffeinated,1.0,0,http://ontologies/interactioncontext#interactionseq1104
93xlxT,cortado decaffeinated,1.0,t2,http://ontologies/interactioncontext#interactionseq1104
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1105
gKUuuzg9,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq1105
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq1105
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1106
93xlxT,chocolate,1.0,1,http://ontologies/interactioncontext#interactionseq1106
93xlxT,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq1106
d4guBrpB,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1107
d4guBrpB,cortado,1.0,1,http://ontologies/interactioncontext#interactionseq1107
d4guBrpB,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq1107
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1108
CuAgSlJwl,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq1108
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq1108
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1109
FmxgvxmU,cortado,1.0,1,http://ontologies/interactioncontext#interactionseq1109
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq1109
ymETMF4M4,decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq111
ymETMF4M4,decaffeinated,1.0,1,http://ontologies/interactioncontext#interactionseq111
ymETMF4M4,decaffeinated,1.0,t1,http://ontologies/interactioncontext#interactionseq111
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq1110
5pVcV5V,hazelnut_cappuccino,1.0,1,http://ontologies/interactioncontext#interactionseq1110
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq1110
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq1111
D6F0qp7s7,cortado,1.0,1,http://ontologies/interactioncontext#interactionseq1111
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq1111
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1112
CuAgSlJwl,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq1112
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq1112
d4guBrpB,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1113
d4guBrpB,cortado,1.0,2,http://ontologies/interactioncontext#interactionseq1113
d4guBrpB,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq1113
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1114
gKUuuzg9,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq1114
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq1114
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq1115
5pVcV5V,hazelnut_cappuccino,1.0,2,http://ontologies/interactioncontext#interactionseq1115
5pVcV5V,hazelnut_cappuccino,1.0,t2,http://ontologies/interactioncontext#interactionseq1115
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1116
FmxgvxmU,cortado,1.0,2,http://ontologies/interactioncontext#interactionseq1116
FmxgvxmU,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq1116
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq1117
D6F0qp7s7,cortado,1.0,2,http://ontologies/interactioncontext#interactionseq1117
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq1117
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1118
93xlxT,chocolate,1.0,2,http://ontologies/interactioncontext#interactionseq1118
93xlxT,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq1118
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1119
FmxgvxmU,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq1119
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq1119
iia5SP5,chocolate_milk,1.0,supervisor,http://ontologies/interactioncontext#interactionseq112
iia5SP5,chocolate_milk,1.0,1,http://ontologies/interactioncontext#interactionseq112
iia5SP5,chocolate_milk,1.0,t1,http://ontologies/interactioncontext#interactionseq112
CuAgSlJwl,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1120
CuAgSlJwl,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq1120
CuAgSlJwl,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq1120
gKUuuzg9,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1121
gKUuuzg9,chocolate,1.0,3,http://ontologies/interactioncontext#interactionseq1121
gKUuuzg9,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq1121
93xlxT,cortado decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1122
93xlxT,cortado decaffeinated,1.0,3,http://ontologies/interactioncontext#interactionseq1122
93xlxT,cortado decaffeinated,1.0,t1,http://ontologies/interactioncontext#interactionseq1122
d4guBrpB,cortado decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1123
d4guBrpB,cortado decaffeinated,1.0,3,http://ontologies/interactioncontext#interactionseq1123
d4guBrpB,cortado decaffeinated,1.0,t1,http://ontologies/interactioncontext#interactionseq1123
5pVcV5V,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq1124
5pVcV5V,chocolate,1.0,3,http://ontologies/interactioncontext#interactionseq1124
5pVcV5V,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq1124
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq1125
D6F0qp7s7,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq1125
D6F0qp7s7,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq1125
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1126
gKUuuzg9,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq1126
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq1126
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1127
CuAgSlJwl,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq1127
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq1127
d4guBrpB,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1128
d4guBrpB,cortado,1.0,4,http://ontologies/interactioncontext#interactionseq1128
d4guBrpB,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq1128
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq1129
5pVcV5V,hazelnut_cappuccino,1.0,4,http://ontologies/interactioncontext#interactionseq1129
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq1129
Vhpk5shpkk,decaffeinated,1.0,supervisor,http://ontologies/interactioncontext#interactionseq113
Vhpk5shpkk,decaffeinated,1.0,1,http://ontologies/interactioncontext#interactionseq113
Vhpk5shpkk,decaffeinated,1.0,t1,http://ontologies/interactioncontext#interactionseq113
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq1130
D6F0qp7s7,cortado,1.0,4,http://ontologies/interactioncontext#interactionseq1130
D6F0qp7s7,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq1130
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1131
FmxgvxmU,cortado,1.0,4,http://ontologies/interactioncontext#interactionseq1131
FmxgvxmU,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq1131
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1132
93xlxT,chocolate,1.0,4,http://ontologies/interactioncontext#interactionseq1132
93xlxT,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq1132
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1133
CuAgSlJwl,milk_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq1133
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq1133
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq1134
5pVcV5V,hazelnut_cappuccino,1.0,0,http://ontologies/interactioncontext#interactionseq1134
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq1134
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1135
93xlxT,chocolate,1.0,0,http://ontologies/interactioncontext#interactionseq1135
93xlxT,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq1135
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1136
gKUuuzg9,milk_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq1136
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq1136
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq1137
D6F0qp7s7,cortado,1.0,0,http://ontologies/interactioncontext#interactionseq1137
D6F0qp7s7,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq1137
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1138
FmxgvxmU,cortado,1.0,0,http://ontologies/interactioncontext#interactionseq1138
FmxgvxmU,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq1138
d4guBrpB,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1139
d4guBrpB,cortado,1.0,0,http://ontologies/interactioncontext#interactionseq1139
d4guBrpB,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq1139
uhDooz5uD,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq114
uhDooz5uD,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq114
uhDooz5uD,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq114
CuAgSlJwl,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1140
CuAgSlJwl,cortado,1.0,1,http://ontologies/interactioncontext#interactionseq1140
CuAgSlJwl,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq1140
gKUuuzg9,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1141
gKUuuzg9,chocolate,1.0,1,http://ontologies/interactioncontext#interactionseq1141
gKUuuzg9,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq1141
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1142
FmxgvxmU,cortado,1.0,1,http://ontologies/interactioncontext#interactionseq1142
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq1142
5pVcV5V,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq1143
5pVcV5V,chocolate,1.0,1,http://ontologies/interactioncontext#interactionseq1143
5pVcV5V,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq1143
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq1144
D6F0qp7s7,cortado,1.0,1,http://ontologies/interactioncontext#interactionseq1144
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq1144
93xlxT,cortado decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1145
93xlxT,cortado decaffeinated,1.0,1,http://ontologies/interactioncontext#interactionseq1145
93xlxT,cortado decaffeinated,1.0,t2,http://ontologies/interactioncontext#interactionseq1145
d4guBrpB,cortado decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1146
d4guBrpB,cortado decaffeinated,1.0,1,http://ontologies/interactioncontext#interactionseq1146
d4guBrpB,cortado decaffeinated,1.0,t2,http://ontologies/interactioncontext#interactionseq1146
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1147
FmxgvxmU,cortado,1.0,2,http://ontologies/interactioncontext#interactionseq1147
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq1147
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq1148
5pVcV5V,hazelnut_cappuccino,1.0,2,http://ontologies/interactioncontext#interactionseq1148
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq1148
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1149
93xlxT,chocolate,1.0,2,http://ontologies/interactioncontext#interactionseq1149
93xlxT,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq1149
uhDooz5uD,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq115
uhDooz5uD,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq115
uhDooz5uD,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq115
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1150
CuAgSlJwl,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq1150
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq1150
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1151
